textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
931a866d3f,"nicotine replacement patch 4 hours . far , good , sleep 4 hours . getting bit twitchy","So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",neutral,morning,0-20,Andorra,77265,470.0,164
7a718b23ef,_sanderson ` twatter lately ? either ` get replies ` turn !,What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!,neutral,noon,21-30,Angola,32866272,1246700.0,26
a6fccce9db,sleeping . lost voice couple day ago .,lost my voice,negative,night,31-45,Antigua and Barbuda,97929,440.0,223
c017d0c221,http : //twitpic.com/66xlm - hate parked car gets hit,hate,negative,morning,46-60,Argentina,45195774,2736690.0,17
287755c5dd,` heard fall . ` waiting !,I`ve heard this fall. I`m waiting too!,neutral,noon,60-70,Armenia,2963243,28470.0,104
58c435d2cf,nightmares ? * huggles *,more nightmares?  *huggles*,neutral,night,70-100,Australia,25499884,7682300.0,3
e6ee6826df,creeper feel disappointed . * * * * cyberstalking skills internet = privacy .,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy,negative,morning,0-20,Austria,9006398,82400.0,109
01b2476dd7,going bed late headache,headache,negative,noon,21-30,Azerbaijan,10139177,82658.0,123
e02cf4af4c,happy mother ` day moms ...,happy,positive,night,31-45,Bahamas,393244,10010.0,39
2dc0dc0d5d,grabbing coffee making mom breakfast,Grabbing coffee from  then making mom breakfast,neutral,morning,46-60,Bahrain,1701575,760.0,2239
1b13ed8b4b,im thinking im going fun tonight .... maybe changes coming,going to have fun,positive,noon,60-70,Bangladesh,164689383,130170.0,1265
b6b35af246,thanks . major chop .,thanks. before the major chop.,neutral,night,70-100,Barbados,287375,430.0,668
375e74d063,"haha know , cant handle fame ! thank !",d thank you!,positive,morning,0-20,Belarus,9449323,202910.0,47
4700be3234,got updated ipod,just got up and updated my ipod,neutral,noon,21-30,Belgium,11589623,30280.0,383
e5c6a6bb5a,yes ! sober hahaha tanghaling tapat dude ! haha wild . ` knowwww plan plan go us !,HAHAHA,positive,night,31-45,Belize,397628,22810.0,17
4f84bea1cc,never miss icarly - son huge crush miranda,crush,positive,morning,46-60,Benin,12123200,112760.0,108
4c73ad2888,saw james carville store today . head really bald,Saw James carville in the store today. His head is really that bald,neutral,noon,60-70,Bhutan,771608,38100.0,20
2dcd8766a8,yellow ? http : //blip.fm/~5z05g,yellow for   ? http://blip.fm/~5z05g,neutral,night,70-100,Bolivia,11673021,1083300.0,11
234093bef1,means ` going come back vancouver way ! hahah,which means you`re just going to have to come back to vancouver and have it our way! hahah,neutral,morning,0-20,Bosnia and Herzegovina,3280819,51000.0,64
ca832cad51,feeling smooth like chrome,Feeling smooth,positive,noon,21-30,Botswana,2351627,566730.0,4
a8734230b6,ew traffic,Ew traffic,negative,night,31-45,Brazil,212559417,8358140.0,25
0b5c2a7d7c,"downloading songs trying sneak lil homework , main priority songs lol","downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",neutral,morning,46-60,Brunei,437479,5270.0,83
e70d294d95,@ _ra_ra_ alone ... need coffee .,your not alone...i need coffee too.,neutral,noon,60-70,Bulgaria,6948445,108560.0,64
f84b89a828,sounds like,Sounds like me,neutral,night,70-100,Burkina Faso,20903273,273600.0,76
ee37bea884,bad day day realize mess ` put one happiest days life ...,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,neutral,morning,0-20,Burundi,11890784,25680.0,463
242d92151a,walking class . hate bike .... especially mine .,I hate not having a bike..,negative,noon,21-30,Côte d'Ivoire,26378274,318000.0,83
f3a77c2b5e,_nesmith,_nesmith,neutral,night,31-45,Cabo Verde,555987,4030.0,138
1d6411e9dd,"failed inspection . know pass wo/oven , wo/anti-tip bracket , sold w/oven ? worse taxes .",This is worse than taxes.,negative,morning,46-60,Cambodia,16718965,176520.0,95
151c10cc39,"jonas brothers - live party . ` rocking hard love song ,",JONAS BROTHERS - Live to party.                It`s rocking so hard,positive,noon,60-70,Cameroon,26545863,472710.0,56
7b1927e748,happy mother ` day mothers world .,happy,positive,night,70-100,Canada,37742154,9093510.0,4
9a6f4d05d5,"35mins 1hr 20mins google wave demo , looks lot fun , would love test though . http : //bit.ly/wnmsc",would love to test it though.,positive,morning,0-20,Central African Republic,4829767,622980.0,8
0cb4504f2c,sleepy tabz heading bed . fun night ! listened next episode joss ` !,Fun night!,positive,noon,21-30,Chad,16425864,1259200.0,13
ae21c1ac38,exception short dude : larenz fineass tate yum,The exception for a short dude: Larenz fineass Tate yum,neutral,night,31-45,Chile,19116201,743532.0,26
8f3e73cf09,"screw reviews , thought wolverine awesome . enough dominic monaghan liking .",I thought Wolverine was awesome.,positive,morning,46-60,China,1439323776,9388211.0,153
c7489a23fa,"followed us recently , please dont offended ` followed back . hit limit . hopefully free soon .",Hopefully,positive,noon,60-70,Colombia,50882891,1109500.0,46
148ac38bea,yes work 6 3 ...,Yes i work 6 to 3...,neutral,night,70-100,Comoros,869601,1861.0,467
641555ac70,"hmmm , maybe ` meant . eluded something brand new know media","Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is",neutral,morning,0-20,Congo (Congo-Brazzaville),5518087,342000.0,16
4bda359cbb,done spa meeting vic late lunch !,Done at the spa   now meeting vic for some late lunch!,neutral,noon,21-30,Costa Rica,5094118,51060.0,100
ed084a1fa7,happy monday going tavares today . hope everyone blessed day !,Happy,positive,night,31-45,Croatia,4105267,55960.0,73
1af124bc1c,always wanted go oz,Always have wanted to go to Oz,neutral,morning,46-60,Cuba,11326616,106440.0,106
e98226e842,thx,Thx,neutral,noon,60-70,Cyprus,1207359,9240.0,131
85ec413e54,http : //twitpic.com/4jaz5 - cool ... luv,luv,positive,night,70-100,Czechia (Czech Republic),10708981,77240.0,139
7df7221145,` need ... represent blackberries,that`s why I need to be there,positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050.0,40
0ab8f9c4bc,okay ` dedicating 300th tweet fact ` going apple store huge crack glass screen !,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,neutral,noon,21-30,Denmark,5792202,42430.0,137
06cad97de6,could ever actually allowed stay,If only we could ever actually be allowed to stay here and do that,neutral,night,31-45,Djibouti,988000,23180.0,43
37f6bd5ac5,let know turns ! !,Let me know how that turns out!!,neutral,morning,46-60,Dominica,71986,750.0,96
9bef0d7135,sass detect ? long ` back sass ! haha,was that sass I detect?  As long as it isn`t back sass! Haha,neutral,noon,60-70,Dominican Republic,10847910,48300.0,225
7436ec1a2c,"yeah thinking , ahaha",",ahaha",positive,night,70-100,Ecuador,17643054,248360.0,71
cf10e9309a,sports bar shatranjanpoli rest ph 26498457 sports bar andheri w 26733333 dont know whether helps . google ki jai ho,Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,neutral,morning,0-20,Egypt,102334404,995450.0,103
ce69e99e71,` sleeping accepts appology,I`m not sleeping at all un,negative,noon,21-30,El Salvador,6486205,20720.0,313
6402e14398,"wolverine boss ! seriously , will.i.am , * * * * ? ?","Seriously,",negative,night,31-45,Equatorial Guinea,1402985,28050.0,50
914c40995f,"live pain , bring","I live for pain, bring it on",neutral,morning,46-60,Eritrea,3546421,101000.0,35
258f37341e,"okay , ` back later !","okay, i`m out for a while  back later!",neutral,noon,60-70,Estonia,1326535,42390.0,31
77ba0fee75,# powerblog powerblog challenge keep talking ? ` newbie follower,g What is this powerblog challenge you keep talking about?  I`m a newbie followe,neutral,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
96a4ce0d47,almost died . laptop screen set 100 % brightness reinstalled windows vista . got headache # insanedefaults,died.,positive,morning,0-20,Ethiopia,114963588,1000000.0,115
5bcc50c275,waiting tish get . got drive moms crv pick duckie . first time,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,neutral,noon,21-30,Fiji,896445,18270.0,49
c5645758be,"trying decide movie friends .. going well ! lol : p bible study 2nite , means * * * * -day cake buy ? ?",not going to well!,negative,night,31-45,Finland,5540720,304000.0,18
7e3c091fc2,going shower ` want smell school tomorrow,going to shower because i don`t want to smell at school tomorrow,neutral,morning,46-60,France,65273511,547557.0,119
869bb56451,sigh ... know ...,Sigh... you know I am...,neutral,noon,60-70,Gabon,2225734,257670.0,9
09ad12cc5c,"discovered cause bug new # netplayer 4 build . publishing bug fix , hopefully new beta tomorrow",hopefully,positive,night,70-100,Gambia,2416668,10120.0,239
251aa82551,4 free twitter tools get followers http : //short.to/511q http : //jijr.com/hulz http : //short.to/511r http : //2ve.org/xpg0/,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,neutral,morning,0-20,Georgia,3989167,69490.0,57
8e0a0ffbe1,got home work .... chugging big bottle apple juice .,just got home from work.... and is chugging down a big bottle of apple juice.,neutral,noon,21-30,Germany,83783942,348560.0,240
799f65f193,yes . please dont ` go . die cry .. normally leads small animals getting harmed,g harmed,negative,night,31-45,Ghana,31072940,227540.0,137
d06582e26d,writing report cards soooo tired amazing day . check fb soon !,what an amazing day.,positive,morning,46-60,Greece,10423054,128900.0,81
dbe1d16b29,big brother ... ` done,it was only once for my big brother...and I`m done now,neutral,noon,60-70,Grenada,112523,340.0,331
7809dd704a,good news : finally finished # easactive workout paused 6 hours . bad news : resistance band torn,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,neutral,night,70-100,Guatemala,17915568,107160.0,167
97334eb7c0,"well good morning , wonderful day neighborhood thanks following another 60 morning","Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive,morning,0-20,Guinea,13132795,246000.0,53
e1546f901a,ftsk mercy mercedes amazing tonight .. always,were amazing tonight..,positive,noon,21-30,Guinea-Bissau,1968001,28120.0,70
2ece7f3810,hope ok !,hope,positive,night,31-45,Guyana,786552,196850.0,4
ba309a37d1,` school done already ? hurts much ... seeing every day,it hurts too much...,positive,morning,46-60,Haiti,11402528,27560.0,414
84ca20505a,"waited , listening wind blowing tumbleweed ? none old enough know someone says 'crackerack ' ?","I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",neutral,noon,60-70,Holy See,801,0.0,2003
de8c4c410d,hell yeah !,Hell Yeah!,neutral,night,70-100,Honduras,9904607,111890.0,89
e33d5ceea2,shirt dinner ? need ask ? ? actually ville ?,HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,neutral,morning,0-20,Hungary,9660351,90530.0,107
394881b7d0,know ! !,i know!!,neutral,noon,21-30,Iceland,341243,100250.0,3
52d8be9124,huh * * * * ? smelly ? noooo . love alex vixon,huh what the ****? Smelly? Noooo. I love alex Vixon,neutral,night,31-45,India,1380004385,2973190.0,464
dabe649ee3,"went party last night . dindin showed matching outfits ) great minds think alike ) anyway , happy birthday , ate lara",GREAT,positive,morning,46-60,Indonesia,273523615,1811570.0,151
2a5bb8d827,"happy b-day ! woke side earth , wishes bit late",Happy b-day!,positive,noon,60-70,Iran,83992949,1630000.0,52
dbbbbe6059,"thank teaching values better person day love much , ` best mum world",thank,positive,night,70-100,Iraq,40222493,434320.0,93
894e188d01,happy mothers day . !,HAPPY,positive,morning,0-20,Ireland,4937786,68890.0,72
a91ca2ffae,"* laughs * ` glad self confidence - ` wonderful trait ` applaud extra loud , okay ?",glad,positive,noon,21-30,Israel,8655535,21640.0,400
89d5b3f0b5,thanks,Thanks,positive,night,31-45,Italy,60461826,294140.0,206
fe0abe1754,twittering 2 days !,twittering after 2 days!,neutral,morning,46-60,Jamaica,2961167,10830.0,273
1b6380b1b3,getting ready week nice today stuck inside working !,Its too nice,positive,noon,60-70,Japan,126476461,364555.0,347
02c004bc2d,tres depressed,depressed,negative,night,70-100,Jordan,10203134,88780.0,115
b4d5f1e13e,"felt like * * * * , behaved like son ; ate compensate . pigged home-roasted sugar almonds . painful tum , threw , still feel sick .",sick.,negative,morning,0-20,Kazakhstan,18776707,2699700.0,7
80481307d5,happy mothers day people . love mom lot still,Happy Mothers Day people. i love my mom a lot still,positive,noon,21-30,Kenya,53771296,569140.0,94
05a0e60f99,` sorry hear .,sorry,negative,night,31-45,Kiribati,119449,810.0,147
e3cc598980,"` awesome dude , yay surprise celebrities ! got meet years ago , soooo friendly .",", he was soooo friendly.",positive,morning,46-60,Kuwait,4270571,17820.0,240
a2cf6cc397,"makes happy hear girl talk , tweet , nba . ... could give nuggets love ? !",happy,positive,noon,60-70,Kyrgyzstan,6524195,191800.0,34
53e78f3f89,getting hang twitter .,Is getting the hang of Twitter.,neutral,night,70-100,Laos,7275560,230800.0,32
ba83f744d8,know neck jacked forced pay parking bc ` turn head parallel park free spaces ...,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,negative,morning,0-20,Latvia,1886198,62200.0,30
2dd0cddb70,want back ! : http : //bit.ly/pp1wz,I want it BACK NOW!:,neutral,noon,21-30,Lebanon,6825445,10230.0,667
e3a1b65ef3,going miss roomie ... longer roomies starting tomorrow,miss,negative,night,31-45,Lesotho,2142249,30360.0,71
7ae37ef593,"bathing two little angels , keyla janice .","bathing with two little angels, Keyla and Janice.",neutral,morning,46-60,Liberia,5057681,96320.0,53
73fa7068a2,"yep , finished , chocked full spelling grammatical errors , ` cleaning tomorrow popping hehe",chocked,negative,noon,60-70,Libya,6871292,1759540.0,4
f5b15be6f6,hahahha lol true ! always remember bd never remember date even day,HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,neutral,night,70-100,Liechtenstein,38128,160.0,238
68bda81bb9,"family , hanging","Family is here,hanging with them",neutral,morning,0-20,Lithuania,2722289,62700.0,43
59e77db781,watching ellen love ! ! dishes tanning ... ` gorgeous !,.it`s gorgeous out!,positive,noon,21-30,Luxembourg,625978,2590.0,242
e3731b6ce8,` goin hun ? ` worried,m worried,negative,night,31-45,Madagascar,27691018,581795.0,48
b09362ee8e,im bannished ... work till 6,Im not bannished.,negative,morning,46-60,Malawi,19129952,94280.0,203
c4f9792d55,"morning ! get see , ` let know . right , ` going go see wolverine .","Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",neutral,noon,60-70,Malaysia,32365999,328550.0,99
20d4300a14,"red top tabloids , build em , knock em","red top tabloids, build em up, knock em down",neutral,night,70-100,Maldives,540544,300.0,1802
7b69f49c42,tonight party w/ girls ( minus vita ),tonight in party w/ my girls (minus vita),positive,morning,0-20,Mali,20250833,1220190.0,17
519a5d3be7,made sad thought ` jumping joy,why not now you made me sad I thought you`d be jumping for joy,neutral,noon,21-30,Malta,441543,320.0,1380
