score,Text,Actual_Score,GPT 3.5 Score,GPT 4.0 Score,Llama 7B Score
positive,passenger volumes rose 8.4 % accounting period .,4,5.0,4.0,5.0
positive,passenger-related revenue rose 5.1 % eur 460.8 mn eur 438.5 mn 2009 .,4,4.0,4.0,5.0
positive,pretax profit rose eur 0.6 mn eur 0.4 mn corresponding period 2005 .,4,4.0,4.0,5.0
positive,"pretax profit rose eur 1,019 mn eur 1,007 corresponding period 2005 .",5,4.0,4.0,5.0
positive,pretax profit rose eur 17.8 mn eur 14.9 mn 2005 .,5,4.0,5.0,5.0
positive,"pre-tax profit totaled eur 397.4 mn , eur 164.7 mn .",5,3.0,3.0,5.0
positive,"previously , company guided ebit sales growth 20 pct 10 pct respectively year .",4,2.0,4.0,3.0
positive,"profit period totaled eur 39.4 mn , eur 33.9 mn corresponding period 2006 .",4,3.0,3.0,5.0
positive,"profit period eur 5.9 mn , eur 1.3 mn .",4,3.0,3.0,5.0
positive,"profit period eur 9.8 mn , eur 6.0 mn 2004 .",5,2.0,3.0,5.0
positive,revenue grew 12 percent ( x20ac ) 3.6 billion ( us $ 4.5 billion ) .,5,5.0,4.0,5.0
positive,"revenue july september grew 14 percent ( euro ) 467 million year earlier , company said thursday .",5,4.0,4.0,5.0
positive,revenues time grew 14 percent 43 million euros .,4,5.0,5.0,5.0
positive,"ruukki signed contract deliver install steel structures bridge kyronsalmi strait savonlinna , finland .",4,3.0,3.0,5.0
positive,"sales latin america increased 42 % eur 432mn , total 8.7 mn mobile devices sold area , representing increase 32 % corresponding period 2009 .",4,5.0,5.0,5.0
positive,sanoma magazines finland 's net sales grew eur 140.1 mn eur 131.8 mn .,5,4.0,4.0,4.0
positive,"satama 's net profit third quarter 2007 rose 275,000 euro ( $ 395,000 ) 270,000 euro ( $ 388,000 ) period 2006 .",4,4.0,4.0,5.0
positive,"section : regional news - demand finnair 's asian traffic , measured passenger kilometers , 34.9 % august compare last year .",4,2.0,3.0,4.0
positive,"svyturys-utenos alus , controlled nordic group baltic beverages holding ( bbh ) , posted 6.1 percent growth beer sales january-september 101.99 million liters .",4,4.0,3.0,5.0
positive,would increase estimated sales 117 million last year .,4,4.0,4.0,5.0
positive,"chain posted sales 298 million euros full 2005 , rise 19.5 percent , year-on-year .",4,4.0,4.0,5.0
positive,company expects net sales 2008 increase 5-10 % 2007 .,5,4.0,4.0,5.0
positive,"company process building new fleet placed orders 10 p-max tankers 65,200 dwt .",5,3.0,3.0,5.0
positive,"company 's operating income ( ebit ) totalled eur 0.0 mn , eur -0.3 mn year-on-year .",5,2.0,2.0,1.0
positive,eps outlook increased 5.6 pct 2007 7.0 pct 2008 .,5,4.0,4.0,5.0
positive,"fair value investment properties totaled eur 2,534.9 mn , eur 2,455.1 mn 2006 .",4,3.0,3.0,4.0
positive,"finnish government announced wednesday sold 32 percent stake chemicals fertilizer group kemira oyj ( x20ac ) 655.6 million ( $ 890us million ) , sending company 's share price 6 percent .",5,3.0,3.0,5.0
positive,"german company also signed code share agreement another oneworld member -- american airlines inc , part us-based amr corp ( nyse : amr ) .",4,3.0,3.0,3.0
positive,"helsinki-based company , also owns salomon , atomic suunto brands , said net profit rose 15 percent three months dec. 31 ( x20ac ) 47 million ( $ 61us million ) , ( x20ac ) 40.8 million year earlier .",5,4.0,4.0,4.0
positive,operating profit grain trading increased eur 2.0 mn eur 1.4 mn 2005 .,4,4.0,4.0,5.0
positive,stock rose second day wednesday bringing two-day rise gbx12 .0 2.0 % .,4,4.0,5.0,5.0
positive,stock rose third day tuesday bringing three-day rise gbx10 .50 1.8 % .,5,4.0,5.0,5.0
positive,transactions would increase earnings per share first quarter eur0 .28 .,4,4.0,3.0,5.0
positive,"recovery base metals prices increased demand metals china , however .",4,3.0,4.0,4.0
positive,"new representation extends comptel 's global presence total 18 countries , serving 250 customers 80 countries worldwide .",5,4.0,4.0,5.0
positive,total operating revenue grew 27.6 % year-on-year eur61m .,4,5.0,5.0,5.0
positive,vacon 's cash flow operations grew eur 37.1 mn eur 21.9 mn year ago .,4,4.0,4.0,4.0
positive,"also strengthen existing partnership cybercom `` , says teleste cto esko myllyla .",4,3.0,3.0,3.0
positive,"via satlan acquisition , teleste plans expand market presence video services partner cable operators , broadcasters iptv service providers .",4,4.0,4.0,4.0
positive,"acquisition , company expand offering north , central south america , said .",4,3.0,3.0,5.0
positive,"`` basware 's product sales grew strongly financial period , 24 percent .",5,5.0,5.0,5.0
positive,"`` second quarter 2010 firstquarter growth net sales since third quarter of2008 , `` said magnus rosen , ramirent ceo .",5,3.0,3.0,5.0
positive,"`` transaction strengthens position ... design branded goods , `` said fiskars president ceo heikki allonen , pointing two groups relatively overlapping operations .",4,4.0,3.0,4.0
positive,1 february 2011 - finnish textile clothing company marimekko oyj hel : mmo1v said today preliminary operating profit grew eur8 .2 2010 eur6 .3 2009 .,5,4.0,4.0,5.0
positive,"finnish larox signed contract talvivaara project delivery filters talvivaara nickel mine sotkamo , finland .",4,3.0,3.0,5.0
positive,affecto expects net sales whole 2010 increase 2009 level reached eur 103 million .,4,3.0,4.0,5.0
positive,cash flow operations rose eur 52.7 mn eur 15.6 mn 2007 .,5,3.0,5.0,5.0
positive,commission income rose 25.7 % eur 16.1 mn eur 12.8 mn 2004 .,4,5.0,5.0,5.0
positive,"earnings per share january-june 2010 eur0 .30 , increase 20 % year-on-year eur0 .25 .",4,3.0,4.0,5.0
positive,earnings per share eps rose eur 0.11 eur 0.03 .,4,4.0,4.0,5.0
positive,"elisa said mobile subscriptions grew 7 percent 2007 , mainly customers adopting so-called third generation mobile technology .",4,4.0,3.0,5.0
positive,"eps quarter came 0.36 eur , 0.33 eur year ago ahead forecast 0.33 eur .",5,3.0,4.0,4.0
positive,eps grew 0.04 eur 0.02 eur .,4,3.0,3.0,4.0
positive,exports grew 16.5 percent 19.1 million liters .,5,4.0,5.0,5.0
positive,"finnish investment group panostaja oyj said net profit went 8.6 mln euro $ 11.4 mln fiscal 2005-06 , ended october 31 , 2006 , 2.8 mln euro $ 3.7 mln period fiscal 2004-05 .",5,3.0,4.0,5.0
positive,finnish metal components supplier componenta oyj said net profit went 3.5 mln euro $ 4.5 mln 2006 2.2 mln euro $ 2.8 mln 2005 .,4,3.0,4.0,5.0
positive,"finnish silicon wafer technology company okmetic oyj omx helsinki : okm1v reported thursday 30 october operating profit eur7 .4 january-september 2008 , eur6 .1 corresponding period 2007 .",5,3.0,3.0,5.0
positive,"fiskars brands report net sales eur 145.8 mn , eur 138.4 mn .",5,3.0,3.0,5.0
positive,helsinki afx - outokumpu technology said signed 3.5 mln eur agreement mongolia 's erdenet mining corporation engineering first hydrocopper plant built erdenet mine site .,5,3.0,3.0,5.0
positive,"however , proportion paid standing orders grew 2009 .",5,3.0,3.0,3.0
positive,"addition demand finland , export lining stone products also increased .",5,3.0,3.0,4.0
positive,"january-september 2007 , group 's net sales continuing operations rose eur 213.1 mn eur 172.6 mn corresponding period 2006 .",5,4.0,4.0,5.0
positive,"july-september 2008 , yit 's net sales increased eur 970.8 mn , compared eur 906.8 mn corresponding period 2007 .",5,4.0,4.0,5.0
positive,"reporting period , net sales rose 8 % year-on-year eur64 .3 , due business acquisitions realized first half 2008-09 , effect eur10 .9 review period .",4,4.0,4.0,4.0
positive,"reporting period , company 's operating profit grew 43.2 % eur 6 million .",5,5.0,5.0,5.0
positive,last year 's net sales rose eur 68.3 million eur 62.2 million .,5,4.0,3.0,5.0
positive,"last year company raised turnover approximately 7 million litas eur 2 mln , 6.1 million litas 2004 .",5,3.0,3.0,5.0
positive,marimekko group 's full-year net sales estimated increase 10 % .,4,4.0,4.0,5.0
positive,net sales surged 30 % eur 36 million .,4,5.0,5.0,5.0
positive,"net sales went 1 % year-on-year eur 29 million , affected business acquisitions , realized previous financial period , effect eur 5.1 million review period .",4,2.0,3.0,3.0
positive,"nevertheless , market share rose 49.14 percent 48.51 percent year earlier .",4,4.0,4.0,4.0
positive,nokia - world 's largest mobile phone manufacturer - china postel - china 's largest mobile phone distributor - long-standing partnership continues grow stronger time .,5,4.0,4.0,5.0
positive,"october-december sales 302 mln eur , 25.3 pct increase year year .",4,5.0,5.0,5.0
positive,"olvi , controls 94 percent stake ragutis a. le coq , said annual report published earlier year lithuanian brewery 's sales reached 15.04 million euros last year , rise 20.4 percent 12.49 million euros 2004 .",4,3.0,3.0,5.0
positive,olvi expects sales market share increase first quarter 2010 .,5,4.0,4.0,5.0
positive,operating profit increased eur 14.0 mn eur 4.9 mn corresponding period 2005 .,4,4.0,5.0,5.0
positive,operating profit asian plants grew markedly .,5,4.0,4.0,5.0
positive,"operating profit totaled eur 825mn , eur 763mn 2004 .",5,3.0,3.0,5.0
positive,"operating profit totalled eur 83.0 mn , eur 23.5 mn year-on-year .",4,4.0,3.0,5.0
positive,production capacity increase 36 000 85 000 tonnes per year raw material continue recycled paper board .,5,4.0,3.0,5.0
positive,profit period increased eur 2.9 mn eur 10.5 mn .,4,4.0,5.0,5.0
positive,"profit per share eur 1.03 , eur 0.87 .",4,3.0,3.0,5.0
positive,return capital employed rose 4.8 percentage points 19.6 % .,4,4.0,4.0,5.0
positive,"revenue july september grew 21 percent euro 2.3 billion , finnish company said thursday .",5,5.0,4.0,5.0
positive,revenue grew 1 percent euro742 .2 million us $ 964 million euro735 million .,5,4.0,3.0,4.0
positive,ruukki 's order book end 2010 30 % year-on-year 10 % quarter-on-quarter .,4,3.0,3.0,4.0
positive,sales finland rose 3.9 % international growth 0.7 % .,5,4.0,4.0,5.0
positive,sales security system packaging increased slightly .,4,3.0,3.0,3.0
positive,stora enso 's third-quarter pre-tax profit doubled eur 197mn .,4,4.0,5.0,5.0
positive,"strongest growth seen new markets russia , czech republic , slovakia .",4,4.0,4.0,5.0
positive,"airline ordered nine airbus a350-900 aircraft deliveries 2011 , becomes lead airline latest variant rolls-royce trent series engines , called 1700 .",5,3.0,3.0,5.0
positive,company 's market share continued increase .,5,4.0,5.0,5.0
positive,"company 's scheduled traffic , measured revenue passenger kilometres rpk , grew 2 % nearly 3 % passengers carried scheduled flights february 2009 .",4,4.0,4.0,4.0
positive,"company said investments new market areas resulted sales increase sweden , poland , russia lithuania .",5,4.0,5.0,5.0
positive,"disposal autotank also strengthen aspo 's capital structure , `` commented gustav nyberg , ceo aspo .",4,4.0,3.0,5.0
positive,"earnings per share quarter came 0.25 eur , 0.20 eur quarter year earlier .",5,3.0,4.0,5.0
positive,economic occupancy rate sponda 's property portfolio rose 91.2 % 88.8 % 2006 .,4,4.0,4.0,5.0
positive,"finnish supplier bss-oss vas telecom operators , tecnotree , received expansion orders worth total us $ 7.3 mn convergent charging next generation messaging solutions latin america , company announced without specifying operators placed orders .",5,3.0,3.0,5.0
positive,group 's 12-month operating profit grew 31 percent 337.8 million euros .,4,5.0,5.0,5.0
positive,growth net sales first half 2008 28 % compared first half 2007 .,4,5.0,4.0,5.0
positive,pretax profit group 's life insurance business increased eur 36 million eur 27 million .,5,4.0,4.0,5.0
positive,pretax profit group 's life insurance business increased eur36m eur27m .,4,4.0,4.0,5.0
positive,"total delivery volume paper businesses 2010 1,155,000 tonnes , 1,132,000 tonnes 2009 .",4,2.0,3.0,3.0
positive,value firm 's forestry holdings increased sek 3.6 bn .,5,5.0,4.0,5.0
positive,"new deal strengthened partnership telemig celular tecnomen , started since beginning telemig 's prepaid operations .",5,4.0,4.0,4.0
positive,turnover rose eur21m eur17m .,5,3.0,4.0,3.0
positive,"xerox stora enso teamed tailor igen3 short-run , on-demand packaging market .",4,3.0,3.0,4.0
positive,"upgrade intended raise network capacity 450 mhz 630 mhz several cities , enabling bi-directional services digital television well broadband data .",5,4.0,3.0,50.0
neutral,"according notice , skandinaviska enskilda banken ab publ helsinki branch 10 august 2009 divested total 11,958,000 alma media shares ilkka-yhtyma oyj kaleva kustannus oy , conditions agreement made companies 1 july 2009 fulfilled .",3,3.0,3.0,5.0
neutral,"time , market automated liquid handling devices already larger pipettes , according biohit .",3,2.0,3.0,4.0
neutral,finnish talvivaara mining co hel : tlv1v said thursday picked bofa merrill lynch jpmorgan nyse : jpm joint bookrunners planned issue convertible notes worth eur250m usd332m .,3,2.0,3.0,4.0
positive,"lead production , turn , increase 60,000 tonnes 2009 would twofold increase current capacity levels , zahariev said .",5,4.0,4.0,4.0
positive,"separately , yit corporation austrian firm e ag last week signed agreement sale e 's building system service business germany , austria , poland , czech republic , hungary romania eur 55 mln .",5,3.0,3.0,5.0
neutral,"estimated value contract eur12 .4 m. vaisala , headquartered helsinki finland , develops manufactures electronic measurement systems meteorology , environmental sciences , traffic industry .",3,3.0,3.0,5.0
neutral,"mall part baltic pearl development project city st petersburg , baltic pearl cjsc , subsidiary shanghai foreign joint investment company , developing homes 35,000 people .",3,3.0,3.0,4.0
neutral,vacon controls 5 % company via investment fund power fund i. eur 1.0 = usd 1.397,3,3.0,3.0,5.0
neutral,"` order included wartsila 's order book second quarter , ' company added .",3,3.0,3.0,5.0
neutral,`` management decided end 2005 increase cathode copper capacity .,3,3.0,3.0,4.0
neutral,4 ) complete name shareholder : otto henrik bernhard nyberg 5 ) information : amount shares transferred corresponds 5.68 % total number shares aspo plc . .,3,3.0,3.0,5.0
neutral,"data processing unit collects data , calculates rvr values provides data users via various interfaces .",3,3.0,3.0,3.0
neutral,"alexandria , va. , march 28 -- pertti salmi hanna vuolteenaho , oulu , finland , sami viitasaari ii , finland , developed ornamental design handset , u.s. patent & trademark office announced .",3,3.0,3.0,5.0
neutral,"alexandria , va. , oct. 3 -- markka a. oksanen harald kaaja , helsinki , finland , juha salokannel kangasala , finland , arto palin viiala , finland , developed system providing communications security .",3,3.0,3.0,4.0
neutral,"earlier reported , nokian tyres building plant town vsevolozhsk russia 's leningrad region annual production capacity 4 million tires .",3,3.0,3.0,3.0
neutral,"german commerzbank ag 's hamburg branch us jp morgan ( nyse : jpm ) participated arrangers , dutch ing ( ams : inga ) co-arranger .",3,3.0,3.0,4.0
neutral,"april 2005 , neste separated parent company , finnish energy company fortum , became listed helsinki stock exchange .",3,3.0,3.0,5.0
neutral,increase number shares based option rights granted management company stock option plan 2006 .,3,2.0,3.0,5.0
